Time,True,Meteo,Imagery,MM
2021-12-02 17:50:00,0.0,7.63627904234454e-05,1.21171236038208,0.04037606343626976
2021-12-02 18:00:00,0.0,0.0005762599175795913,0.002539308276027441,0.02296745404601097
2021-12-02 18:10:00,0.0,0.0012619199696928263,0.012982252985239029,0.023939400911331177
2021-12-02 18:20:00,0.0,1.2821015119552612,0.08656443655490875,1.5588023662567139
2021-12-02 18:30:00,0.0,3.4655988216400146,12.584463119506836,0.867337703704834
2021-12-03 06:30:00,0.0,14.727070808410645,28.420000076293945,5.674808025360107
2021-12-03 06:40:00,0.0,16.369070053100586,17.344881057739258,5.60459566116333
2021-12-03 06:50:00,0.0,17.57460594177246,35.37131118774414,5.365220069885254
2021-12-03 07:00:00,0.0,17.330089569091797,73.11903381347656,4.1364359855651855
2021-12-03 07:10:00,1.0,17.07232666015625,82.35663604736328,3.677903890609741
2021-12-03 07:20:00,4.0,17.732797622680664,73.24614715576172,4.046101093292236
2021-12-03 07:30:00,9.0,19.728673934936523,49.563575744628906,5.5413994789123535
2021-12-03 07:40:00,19.0,23.07206153869629,13.414563179016113,9.017487525939941
2021-12-03 07:50:00,29.0,26.921009063720703,15.692233085632324,19.90711784362793
2021-12-03 08:00:00,38.0,27.590381622314453,44.400787353515625,23.875783920288086
2021-12-03 08:10:00,42.0,32.01515579223633,29.79783058166504,26.118366241455078
2021-12-03 08:20:00,33.0,32.981056213378906,37.382381439208984,19.241228103637695
2021-12-03 08:30:00,29.0,26.3862361907959,47.21268844604492,7.919632911682129
2021-12-03 08:40:00,49.0,24.16394805908203,43.3697509765625,7.571125030517578
2021-12-03 08:50:00,54.0,36.36753845214844,45.0410041809082,34.11629104614258
2021-12-03 09:00:00,55.999996185302734,33.91991424560547,46.59082794189453,24.016551971435547
2021-12-03 09:10:00,62.0,37.229393005371094,49.825584411621094,24.120567321777344
